images,denomination,labels
../images/ric.2_3(2).hdn.2143-2147\ID171550vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171551rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171551vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171553rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171553vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171687rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID171687vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID61567rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID61567vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID61568rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2143-2147\ID61568vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2152-2153\ID61595rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2152-2153\ID61595vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171564rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171564vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171565rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171565vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171566rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID171566vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61749rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61749vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61750rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61750vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61751rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61751vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61958rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2157-2160\ID61958vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2162-2164\ID61805rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2162-2164\ID61805vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2162-2164\ID61806rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2162-2164\ID61806vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1944.100.47404.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1944.100.47404.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1957.172.1697.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1957.172.1697.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1995.11.235.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\1995.11.235.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID171536rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID171536vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID61926rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID61926vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID61927rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2168-2169\ID61927vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.217-219\ID171327vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.217-219\ID61146vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2170-2172\HAMPA50CC5.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171588rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171588vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171589rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171589vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171590rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID171590vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID61928rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID61928vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID61929rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2170-2172\ID61929vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2174-2175\18217468rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2174-2175\18217468vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2176-2177\1995.11.232.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2176-2177\1995.11.232.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2176-2177\ID61965rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2176-2177\ID61965vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2178-2181\ID171598rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID171598vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID171599rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID171599vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID171600rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID171600vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID61966rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID61966vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID61967rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2178-2181\ID61967vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.2182\ID201206rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.2182\ID201206vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.2182\ID62000rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.2182\ID62000vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.2198\1960.175.21.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2198\1960.175.21.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2198\ID61059rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2198\ID61059vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2198\LEICDDDB45.jpg,Aureus,1
../images/ric.2_3(2).hdn.2199-2203\1911.23.142.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1911.23.142.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1911.23.143.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1911.23.143.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1944.100.45517.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1944.100.45517.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1220.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1220.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1221.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1221.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1222.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1948.19.1222.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.1789.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.1789.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.240.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.240.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.246.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.246.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.249.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1956.127.249.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1987.26.153.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\1987.26.153.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171045rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171045vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171046rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171046vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171047rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171047vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171049rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171049vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171357rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID171357vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID61060rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID61060vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID711rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2199-2203\ID711vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1944.100.44811.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1944.100.44811.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1956.127.115.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1956.127.115.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1956.127.1756.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1956.127.1756.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1995.11.196.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\1995.11.196.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID120607rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID120607vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID1345rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID1345vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID171781vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID61147rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\ID61147vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.220-222\NARC9EA9AB.jpg,Denarius,2
../images/ric.2_3(2).hdn.2204-2206\ID61077rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2204-2206\ID61077vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2204-2206\ID61078rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2204-2206\ID61078vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\1960.175.22.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\1960.175.22.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\1967.153.143.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\1967.153.143.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\ID61079rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2207\ID61079vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\18273086rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\18273086vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\18273103rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\18273103vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\1944.100.45520.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\1944.100.45520.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\1960.175.23.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\1960.175.23.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\ID122785rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\ID122785vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\ID61092rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2208-2211\ID61092vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2214-2217\ID61116rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2214-2217\ID61116vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2223-2225A\1911.23.146.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1911.23.146.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1911.23.147.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1911.23.147.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1912.52.13.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1912.52.13.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1944.100.45521.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1944.100.45521.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1944.100.45522.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1944.100.45522.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1790.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1790.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1791.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1791.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1792.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1792.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1793.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1793.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1794.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.1794.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.255.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.255.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.256.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.256.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.257.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.257.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.259.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.259.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.260.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1956.127.260.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1987.26.154.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1987.26.154.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1995.11.192.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\1995.11.192.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\GLO811014.JPG,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID171072rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID171072vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID171074rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID171074vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61125rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61125vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61126rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61126vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61127rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID61127vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID713rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID713vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID714rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID714vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID715rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\ID715vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2223-2225A\NLM45750.jpg,Denarius,2
../images/ric.2_3(2).hdn.2228-2229\ID61225rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2228-2229\ID61225vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.223-227\ID1351rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID1351vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID1352rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID1352vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID1353rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID1353vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID171330rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID171330vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID61181rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID61181vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID61182vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID61183rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\ID61183vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.223-227\TrajanPD1908151.jpg,Denarius,2
../images/ric.2_3(2).hdn.2235-2238\ID61282rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2235-2238\ID61282vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2235-2238\ID61283rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.2235-2238\ID61283vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.2239-2241\0000.999.18941.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\0000.999.18941.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\0000.999.18942.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\0000.999.18942.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1911.23.157.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1911.23.157.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1944.100.45534.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1944.100.45534.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1944.100.45535.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1944.100.45535.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.290.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.290.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.291.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.291.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.292.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.292.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.293.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1956.127.293.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1965.276.9.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1965.276.9.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1995.11.246.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\1995.11.246.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171106rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171106vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171107rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171107vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171108rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171108vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171109rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID171109vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID172002rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID172002vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID390rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID390vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61284rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61284vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61285rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61285vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61286rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID61286vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID723rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\ID723vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\LANCUM3B51FERomandenarius.jpg,Denarius,2
../images/ric.2_3(2).hdn.2239-2241\NLM44806.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\0000.999.18943.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\0000.999.18943.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1956.127.294.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1956.127.294.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1985.140.106.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1985.140.106.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1995.11.247.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\1995.11.247.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID171737rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID171737vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID171738rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID171738vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61288rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61288vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61289rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61289vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61290rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.2242-2243\ID61290vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.2249\ID3153rs_opt.jpg,Quinarius aureus,7
../images/ric.2_3(2).hdn.2249\ID3153vs_exp.jpg,Quinarius aureus,7
../images/ric.2_3(2).hdn.2250-2253\ID171514rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID171514vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID171515rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID171515vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID61696rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID61696vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID61697rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2250-2253\ID61697vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\0000.999.20151.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\0000.999.20151.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1941.15.62.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1941.15.62.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1990.3.71.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1990.3.71.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1995.11.204.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\1995.11.204.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.2255-2257\ID171517rs_opt.jpg,Sestertius,9
