"URI","Title","RecordId","From Date","To Date","Authority","Deity","Denomination","Findspot","Issuer","Manufacture","Material","Mint","Object Type","Portrait","Region","Symbol_obv","Symbol_obv_letter","Symbol_rev","Symbol_rev_letter","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Reverse Officina Mark","Reverse Exergue","Date Record Modified"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2595","RIC II, Part 3 (second edition) Hadrian 2595","ric.2_3(2).hdn.2595","136","138","Hadrian","","Dupondius||As","","","Struck","Bronze","Rome","Coin","Sabina||Hadrian","Italy","","","","","SABINA AVGVSTA","Bust of Sabina, diademed, wearing stephane with hair in queue, draped, left","HADRIANVS AVG","Bust of Hadrian, laureate, draped, right, viewed from rear or side","","","2022-01-20T02:44:15Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1902","RIC II, Part 3 (second edition) Hadrian 1902","ric.2_3(2).hdn.1902","130","133","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side","COH PRAETORI / S C (in exergue)","Hadrian standing right on platform, addressing three soldiers with standards; between them, lictor facing crowd","","","2022-01-20T02:44:07Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1926","RIC II, Part 3 (second edition) Hadrian 1926","ric.2_3(2).hdn.1926","130","133","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side","// EXERC DACICVS (in exergue) // S C (in field)","Hadrian riding left, raising hand; before him, a crowd of three soldiers with standards","","","2022-01-20T02:44:07Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1812","RIC II, Part 3 (second edition) Hadrian 1812","ric.2_3(2).hdn.1812","130","133","Hadrian","Africa","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, left","RESTITVTORI AFRICAE // S C(in exergue)","Hadrian standing right, holding scroll and raising kneeling Africa, sometimes wearing elephant scalp, holding corn ears; between them, corn growing","","","2022-01-20T02:44:06Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2961","RIC II, Part 3 (second edition) Hadrian 2961","ric.2_3(2).hdn.2961","118","118","Hadrian","Virtus","Denarius","","","Struck","Silver","Antioch","Coin","Hadrian","Syria","","","","","IMP CAES HADRIAN DIVI NER TRAIAN OPT FIL","Bust of Hadrian, laureate, cuirassed, right, viewed from front","AVG GER DAC PAR P M TR P COS ITERO SPQR","Virtus standing right, holding spear and parazonium","","","2022-01-20T02:44:19Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.298","RIC II, Part 3 (second edition) Hadrian 298","ric.2_3(2).hdn.298","120","121","Hadrian","Minerva","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front","P M TR P COS III","Minerva Promachus (Palladium?) advancing facing, holding javelin and shield","","","2022-01-20T02:43:49Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2414-2415","RIC II, Part 3 (second edition) Hadrian 2414-2415","ric.2_3(2).hdn.2414-2415","137","138","Hadrian","Fortuna","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right","FORTVNA AVG // S C (in field)","Fortuna standing left, holding rudder sometimes set on globe and cornucopia","","","2022-01-20T02:44:13Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2418-2419","RIC II, Part 3 (second edition) Hadrian 2418-2419","ric.2_3(2).hdn.2418-2419","137","138","Hadrian","Roma","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right","ROMA // S C (in field)","Roma, wearing Amazon-style short tunic, standing left, holding Palladium and spear","","","2022-01-20T02:44:13Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2269-2270","RIC II, Part 3 (second edition) Hadrian 2269-2270","ric.2_3(2).hdn.2269-2270","136","136","Hadrian","Fides","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right","FIDES PVBLICA // S C (in field)","Fides standing right, holding corn ears or poppies and dish of fruits","","","2022-01-20T02:44:11Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2290-2291","RIC II, Part 3 (second edition) Hadrian 2290-2291","ric.2_3(2).hdn.2290-2291","136","136","Hadrian","Nemesis||Victory","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side","// S C (in field)","Nemesis-Victory advancing right, holding branch and raising fold of drapery","","","2022-01-20T02:44:11Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.881-887","RIC II, Part 3 (second edition) Hadrian 881-887","ric.2_3(2).hdn.881-887","126","127","Hadrian","Salus","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, right | Head of Hadrian, laureate, left | Head of Hadrian, left | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side | Salus standing right, rarely leaning on column, holding snake and feeding it from patera","COS III // S C (in field)","Salus standing right, rarely leaning on column, holding snake and feeding it from patera","","","2022-01-20T02:43:56Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1275-1281","RIC II, Part 3 (second edition) Hadrian 1275-1281","ric.2_3(2).hdn.1275-1281","129","130","Hadrian","Justitia","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, laureate, left | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, left, viewed from rear or side","COS III P P IVSTITIA AVG // S C (in exergue)","Justitia seated left, holding patera and sceptre","","","2022-01-20T02:44:01Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.422-426","RIC II, Part 3 (second edition) Hadrian 422-426","ric.2_3(2).hdn.422-426","120","121","Hadrian","Libertas","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIANVS HADRIANVS AVG P M TR P COS III","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, draped, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","LIBERTAS PVBLICA // S C (in exergue)","Libertas seated left, holding branch and sceptre","","","2022-01-20T02:43:50Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.303-307","RIC II, Part 3 (second edition) Hadrian 303-307","ric.2_3(2).hdn.303-307","120","121","Hadrian","Hilaritas","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, draped, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","P M TR P COS III // HILAR / P R (in field)","Hilaritas, veiled, standing facing, adjusting veil with both hands","","","2022-01-20T02:43:49Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1258-1262","RIC II, Part 3 (second edition) Hadrian 1258-1262","ric.2_3(2).hdn.1258-1262","129","130","Hadrian","Clementia","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, laureate, left | Bust of Hadrian, laureate, cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, left, viewed from rear or side","COS III P P CLEMENTIA AVG // S C (in field)","Clementia standing left, holding patera and sceptre","","","2022-01-20T02:44:01Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1908-1910","RIC II, Part 3 (second edition) Hadrian 1908-1910","ric.2_3(2).hdn.1908-1910","130","133","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","// DISCIPLIN AVG / S C (in exergue)","Hadrian advancing right, holding baton or scroll, leading a line of four soldiers, with three or more standards; behind soldiers, either a centurion with vine rod or trumpeter with cornu","","","2022-01-20T02:44:07Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2319-2321","RIC II, Part 3 (second edition) Hadrian 2319-2321","ric.2_3(2).hdn.2319-2321","137","138","Hadrian","Providentia","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, draped, right, viewed from rear or side","PROVIDENTIA AVG","Providentia standing left, usually leaning against column, pointing to globe with hand or wand and holding sceptre; usually at feet, globe","","","2022-01-20T02:44:11Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.81-83","RIC II, Part 3 (second edition) Hadrian 81-83","ric.2_3(2).hdn.81-83","117","117","Hadrian","Fortuna","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front","P M TR P COS DES II // FORT RED (in exergue)","Fortuna seated left, holding rudder and cornucopia","","","2022-01-20T02:43:46Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1735-1736","RIC II, Part 3 (second edition) Hadrian 1735-1736","ric.2_3(2).hdn.1735-1736","130","133","Hadrian","Arabia","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side","ADVENTVI AVG ARABIAE // S C (in exergue)","Hadrian standing right, raising hand and holding scroll; facing him, Arabia standing left, holding patera and sticks (cinnamon or incense?); between them, altar, usually with bull at the base","","","2022-01-20T02:44:05Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1774-1775","RIC II, Part 3 (second edition) Hadrian 1774-1775","ric.2_3(2).hdn.1774-1775","130","133","Hadrian","Judea","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right","IVDAEA (in exergue) // S C (in field)","Hadrian standing right, raising hand and holding scroll; facing him, Judaea standing left, holding patera and incense box; between them, altar, usually with bull at the base; at Judaea's feet, three children, holding palms","","","2022-01-20T02:44:06Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1797-1798","RIC II, Part 3 (second edition) Hadrian 1797-1798","ric.2_3(2).hdn.1797-1798","130","133","Hadrian","Sicilia","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","ADVENTVI AVG SICILIAE // S C (in exergue)","Hadrian, standing right, raising hand and holding scroll; facing him, Sicilia, wearing triskeles headdress, standing left, holding patera and corn ears; between them, altar, usually with bull at the base","","","2022-01-20T02:44:06Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1799-1800","RIC II, Part 3 (second edition) Hadrian 1799-1800","ric.2_3(2).hdn.1799-1800","130","133","Hadrian","Thracia","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side","ADVENTVI AVG THRACIAE // S C (in exergue)","Hadrian, standing right, raising hand and holding scroll; facing him, Thracia, wearing triskeles headdress, standing left, holding patera; between them, altar, usually with bull at the base","","","2022-01-20T02:44:06Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1723-1724","RIC II, Part 3 (second edition) Hadrian 1723-1724","ric.2_3(2).hdn.1723-1724","130","133","Hadrian","Africa","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","ADVENTVI AVG AFRICAE // S C (in exergue)","Hadrian standing right, raising hand and holding scroll; facing him, Africa, wearing elephant scalp, standing left, holding patera and corn ears; between them, altar, with bull usually at the base","","","2022-01-20T02:44:05Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.962","RIC II, Part 3 (second edition) Hadrian 962","ric.2_3(2).hdn.962","128","129","Hadrian","Liberalitas","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right","LIBERALITAS AVG // COS III (in exergue)","Liberalitas standing left, emptying cornucopia held in both hands","","","2022-01-20T02:43:57Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.922","RIC II, Part 3 (second edition) Hadrian 922","ric.2_3(2).hdn.922","128","129","Hadrian","Virtus","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right","COS III","Virtus seated left on cuirass and shield, holding parazonium and spear","","","2022-01-20T02:43:56Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.867","RIC II, Part 3 (second edition) Hadrian 867","ric.2_3(2).hdn.867","126","127","Hadrian","Fides","Dupondius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Fides standing right, holding corn ears and dish of fruit","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2037","RIC II, Part 3 (second edition) Hadrian 2037","ric.2_3(2).hdn.2037","133","135","Hadrian","Concordia","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","CONCORDIA AVG","Concordia seated left, holding patera and sceptre; below seat, cornucopia","","","2022-01-20T02:44:08Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2207","RIC II, Part 3 (second edition) Hadrian 2207","ric.2_3(2).hdn.2207","136","136","Hadrian","Genius","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right","GENIO P R","Genius standing left holding patera and cornucopia; to left, altar","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2248","RIC II, Part 3 (second edition) Hadrian 2248","ric.2_3(2).hdn.2248","136","136","Hadrian","Victory","Quinarius aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, draped, right, viewed from rear or side","","Victory advancing right, holding palm and wreath","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2010","RIC II, Part 3 (second edition) Hadrian 2010","ric.2_3(2).hdn.2010","133","135","Hadrian","Fortuna","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, draped, right, viewed from rear or side","FORTVNA AVG","Fortuna standing left, holding patera and cornucopia","","","2022-01-20T02:44:08Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2015","RIC II, Part 3 (second edition) Hadrian 2015","ric.2_3(2).hdn.2015","133","135","Hadrian","Fortuna","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right","FORT REDVCI","Fortuna seated left, holding rudder and cornucopia; either behind or under seat, corn","","","2022-01-20T02:44:08Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2030","RIC II, Part 3 (second edition) Hadrian 2030","ric.2_3(2).hdn.2030","133","135","Hadrian","Pietas","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right","PIETAS AVG","Pietas standing left, holding patera and sceptre; beside her, altar","","","2022-01-20T02:44:08Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3167","RIC II, Part 3 (second edition) Hadrian 3167","ric.2_3(2).hdn.3167","130","138","Hadrian","","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","P M TR P COS III","Modius containing corn ears","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3177","RIC II, Part 3 (second edition) Hadrian 3177","ric.2_3(2).hdn.3177","130","138","Hadrian","Juno","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","IVNONI REGINAE","Juno standing left, holding patera and sceptre","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.586","RIC II, Part 3 (second edition) Hadrian 586","ric.2_3(2).hdn.586","121","123","Hadrian","Neptune","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right","P M TR P COS III","Neptune standing left, holding acrostolium and trident","","","2022-01-20T02:43:52Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.587","RIC II, Part 3 (second edition) Hadrian 587","ric.2_3(2).hdn.587","121","123","Hadrian","Neptune","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right","P M TR P COS III","Neptune standing left, holding dolphin and trident","","","2022-01-20T02:43:52Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.683","RIC II, Part 3 (second edition) Hadrian 683","ric.2_3(2).hdn.683","121","123","Hadrian","","Semis","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right","","S C within wreath","","","2022-01-20T02:43:53Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.733","RIC II, Part 3 (second edition) Hadrian 733","ric.2_3(2).hdn.733","124","125","Hadrian","Hercules","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III","Hercules, naked, seated left on cuirass, resting club on shields and distaff","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.741","RIC II, Part 3 (second edition) Hadrian 741","ric.2_3(2).hdn.741","124","125","Hadrian","Virtus","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Virtus standing left, resting foot on helmet, holding parazonium and spear","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.629","RIC II, Part 3 (second edition) Hadrian 629","ric.2_3(2).hdn.629","121","123","Hadrian","","Semis","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right","P M TR P COS III // S C (in field)","Scales balanced on cornucopia","","","2022-01-20T02:43:53Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.752","RIC II, Part 3 (second edition) Hadrian 752","ric.2_3(2).hdn.752","124","125","Hadrian","","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in exergue)","Griffin, seated left","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.755","RIC II, Part 3 (second edition) Hadrian 755","ric.2_3(2).hdn.755","124","125","Hadrian","","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in exergue)","Griffin, springing left","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.757","RIC II, Part 3 (second edition) Hadrian 757","ric.2_3(2).hdn.757","124","125","Hadrian","","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in field)","Lyre","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.758","RIC II, Part 3 (second edition) Hadrian 758","ric.2_3(2).hdn.758","124","125","Hadrian","","Semis","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in field)","Lyre","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.813","RIC II, Part 3 (second edition) Hadrian 813","ric.2_3(2).hdn.813","125","127","Hadrian","Neptune","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Neptune standing right, resting foot on prow, holding trident and dolphin","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.814","RIC II, Part 3 (second edition) Hadrian 814","ric.2_3(2).hdn.814","125","127","Hadrian","Neptune","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Neptune standing right, resting foot on prow, holding trident and acrostolium","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1543","RIC II, Part 3 (second edition) Hadrian 1543","ric.2_3(2).hdn.1543","130","133","Hadrian","Nilus","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","NILVS","Nilus reclining right, holding reed and cornucopia; in water below, crocodile and hippo","","","2022-01-20T02:44:04Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1551","RIC II, Part 3 (second edition) Hadrian 1551","ric.2_3(2).hdn.1551","130","133","Hadrian","Nilus","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","NILVS","Nilus reclining left, holding cornucopia and reed; in water below, crocodile and hippo","","","2022-01-20T02:44:04Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2818","RIC II, Part 3 (second edition) Hadrian 2818","ric.2_3(2).hdn.2818","124","127","Hadrian","Sol","Dupondius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front","PONT MAX TR POT COS III","Head of Sol, right","","","2022-01-20T02:44:17Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1592-1599","RIC II, Part 3 (second edition) Hadrian 1592-1599","ric.2_3(2).hdn.1592-1599","130","133","Hadrian","Egypt","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","AEGYPTOS // S C (in exergue)","Aegyptos reclining left, holding sistrum and resting on fruit basket; to left, ibis, usually on a low column","","","2022-01-20T02:44:04Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1494-1500","RIC II, Part 3 (second edition) Hadrian 1494-1500","ric.2_3(2).hdn.1494-1500","130","133","Hadrian","Africa","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Head of Hadrian, laureate, left | Head of Hadrian, left | Bust of Hadrian, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","AFRICA","Africa, wearing elephant scalp, reclining left, holding scorpion and cornucopia, leaning on rocks with elbow; usually to left, basket of corn or fruits","","","2022-01-20T02:44:03Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1526-1528","RIC II, Part 3 (second edition) Hadrian 1526-1528","ric.2_3(2).hdn.1526-1528","130","133","Hadrian","Germania","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, left | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side","GERMANIA","Germania standing facing, head right, resting on shield and holding spear","","","2022-01-20T02:44:03Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1282-1284","RIC II, Part 3 (second edition) Hadrian 1282-1284","ric.2_3(2).hdn.1282-1284","129","130","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side","FELICITATI AVG COS III P P // S C (in exergue or field)","Ship, left","","","2022-01-20T02:44:01Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2986-2988","RIC II, Part 3 (second edition) Hadrian 2986-2988","ric.2_3(2).hdn.2986-2988","124","127","Hadrian","Aequitas||Moneta","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, draped, right, viewed from rear or side","COS III","Aequitas-Moneta, sometimes wearing polos, standing left, holding scales and cornucopia","","","2022-01-20T02:44:19Z"
